rank,property_id,address,latitude,longitude,price,currency,bathrooms,bedrooms,area,land_area,zestimate,rent_zestimate,days_on_zillow,sold_date,is_zillow_owned,image,listing_type,broker_name,input,property_url,listing_url
696,13330386,"1050 N Lafayette St APT 403, Denver, CO 80218",39.732822,-104.970325,202000,USD,1,0,440.0 sqft,,202000,1474,41,,FALSE,https://photos.zillowstatic.com/fp/74caaf4bf8d9ff322d1df8a6370ca0c1-p_e.jpg,Condo for sale,Keller Williams Integrity Real Estate LLC,"https://www.zillow.com/homes/denver,-co_rb/",https://www.zillow.com/homedetails/1050-N-Lafayette-St-APT-403-Denver-CO-80218/13330386_zpid/,"https://www.zillow.com/homes/denver,-co_rb/18_p/"
525,13282195,"2910 Pontiac St, Denver, CO 80207",39.758698,-104.905448,525000,USD,2,2,1000.0 sqft,,530000,2212,23,,FALSE,https://photos.zillowstatic.com/fp/9aac3a8001615049b51e62f3c864fb4b-p_e.jpg,House for sale,RE/MAX Real Estate Group Inc,"https://www.zillow.com/homes/denver,-co_rb/",https://www.zillow.com/homedetails/2910-Pontiac-St-Denver-CO-80207/13282195_zpid/,"https://www.zillow.com/homes/denver,-co_rb/14_p/"
616,2097303548,"1130 Rosemary Street, Denver, CO 80220",39.733774,-104.899701,254000,USD,2,2,1008.0 sqft,,254100,1950,33,,FALSE,https://photos.zillowstatic.com/fp/0a490f1b7f27ae82f77609cd1e65606e-p_e.jpg,Townhouse for sale,Keller Williams Realty LLC,"https://www.zillow.com/homes/denver,-co_rb/",https://www.zillow.com/homedetails/1130-Rosemary-Street-Denver-CO-80220/2097303548_zpid/,"https://www.zillow.com/homes/denver,-co_rb/16_p/"
666,303876899,"1750 Wewatta St UNIT 1638, Denver, CO 80202",39.754255,-105.000863,1350000,USD,2,2,1402.0 sqft,,1314400,5175,39,,FALSE,https://photos.zillowstatic.com/fp/531735ccc3ddfa182f70845d30542738-p_e.jpg,Condo for sale,Christie's International Real Estate Colorado LLC,"https://www.zillow.com/homes/denver,-co_rb/",https://www.zillow.com/homedetails/1750-Wewatta-St-UNIT-1638-Denver-CO-80202/303876899_zpid/,"https://www.zillow.com/homes/denver,-co_rb/17_p/"
387,119309082,"105 N Fillmore St UNIT 202, Denver, CO 80206",39.718515,-104.953806,2995000,USD,3,2,2364.0 sqft,,2995000,7673,13,,FALSE,https://photos.zillowstatic.com/fp/583efe6101612fa9cb3b8300a5eeee9f-p_e.jpg,Condo for sale,LIV Sotheby's International Realty,"https://www.zillow.com/homes/denver,-co_rb/",https://www.zillow.com/homedetails/105-N-Fillmore-St-UNIT-202-Denver-CO-80206/119309082_zpid/,"https://www.zillow.com/homes/denver,-co_rb/10_p/"
338,130278162,"3108 W Arizona Ave #3110, Denver, CO 80219",39.6947,-105.02676,535000,USD,4,6,2099.0 sqft,,549600,1399,12,,FALSE,https://photos.zillowstatic.com/fp/572e592a7d0e461053ddd5024667236c-p_e.jpg,Multi-family home for sale,Sunrise Realty & Financing LLC,"https://www.zillow.com/homes/denver,-co_rb/",https://www.zillow.com/homedetails/3108-W-Arizona-Ave-3110-Denver-CO-80219/130278162_zpid/,"https://www.zillow.com/homes/denver,-co_rb/9_p/"
270,2077438740,"Summit Plan, Green Valley Ranch",39.775746,-104.764056,457900,USD,2,2,1725.0 sqft,,,1889,7,,FALSE,https://photos.zillowstatic.com/fp/81d68f2b544871aa9da14aee253fe11c-p_e.jpg,New construction,,"https://www.zillow.com/homes/denver,-co_rb/",https://www.zillow.com/community/green-valley-ranch/2077438740_zpid/,"https://www.zillow.com/homes/denver,-co_rb/7_p/"
330,2068389609,"6153 N Ceylon St #308, Denver, CO 80249",39.802654,-104.764891,359990,USD,2,3,1264.0 sqft,,,,12,,FALSE,https://photos.zillowstatic.com/fp/af41cc93f2bcd8734792328bacde1193-p_e.jpg,New construction,RE/MAX Professionals,"https://www.zillow.com/homes/denver,-co_rb/",https://www.zillow.com/homedetails/6153-N-Ceylon-St-308-Denver-CO-80249/2068389609_zpid/,"https://www.zillow.com/homes/denver,-co_rb/9_p/"
672,2144530664,"3420 W 32nd Ave #202, Denver, CO 80211",39.761884,-105.032718,499900,USD,2,1,901.0 sqft,,503600,2175,40,,FALSE,https://photos.zillowstatic.com/fp/6f49692465b89b112cb975973c50825f-p_e.jpg,Condo for sale,Shara Eastern,"https://www.zillow.com/homes/denver,-co_rb/",https://www.zillow.com/homedetails/3420-W-32nd-Ave-202-Denver-CO-80211/2144530664_zpid/,"https://www.zillow.com/homes/denver,-co_rb/17_p/"
526,2077438741,"Crescendo Plan, Green Valley Ranch",39.775746,-104.764056,444900,USD,3,3,1682.0 sqft,,,1889,23,,FALSE,https://photos.zillowstatic.com/fp/dea38c521a2ec1be889c71fb1531eb89-p_e.jpg,New construction,,"https://www.zillow.com/homes/denver,-co_rb/",https://www.zillow.com/community/green-valley-ranch/2077438741_zpid/,"https://www.zillow.com/homes/denver,-co_rb/14_p/"
699,2068700705,"1001 N Stuart St, Denver, CO 80204",39.733142,-105.043161,449900,USD,1,2,728.0 sqft,,449900,1649,41,,FALSE,https://photos.zillowstatic.com/fp/faa17c0dc459fadfccf0433e67be1456-p_e.jpg,Multi-family home for sale,Equity Colorado Real Estate,"https://www.zillow.com/homes/denver,-co_rb/",https://www.zillow.com/homedetails/1001-N-Stuart-St-Denver-CO-80204/2068700705_zpid/,"https://www.zillow.com/homes/denver,-co_rb/18_p/"
23,13405090,"805 S Glencoe St, Denver, CO 80246",39.701842,-104.92507,1395000,USD,,,,0.36 acres,625200,2528,0,,FALSE,https://photos.zillowstatic.com/fp/3bbe23ed53aadb850e3bbd3297e51915-p_e.jpg,Lot / Land for sale,Cushman & Wakefield,"https://www.zillow.com/homes/denver,-co_rb/",https://www.zillow.com/homedetails/805-S-Glencoe-St-Denver-CO-80246/13405090_zpid/,"https://www.zillow.com/homes/denver,-co_rb/"
310,13410717,"1811 S Quebec Way APT 191, Denver, CO 80231",39.683417,-104.893944,351900,USD,2,2,1298.0 sqft,,357100,2000,10,,FALSE,https://photos.zillowstatic.com/fp/247451e74fc842f267b40b4bd4fb76c6-p_e.jpg,Townhouse for sale,MB Impressions Realty,"https://www.zillow.com/homes/denver,-co_rb/",https://www.zillow.com/homedetails/1811-S-Quebec-Way-APT-191-Denver-CO-80231/13410717_zpid/,"https://www.zillow.com/homes/denver,-co_rb/8_p/"
709,13373502,"1879 S Saint Paul St, Denver, CO 80210",39.68248,-104.951201,644300,USD,2,3,1523.0 sqft,,654600,2870,42,,FALSE,https://photos.zillowstatic.com/fp/d2777fe6320a01eb5fabf9ee33b982ed-p_e.jpg,House for sale,"RE/MAX of Boulder, Inc","https://www.zillow.com/homes/denver,-co_rb/",https://www.zillow.com/homedetails/1879-S-Saint-Paul-St-Denver-CO-80210/13373502_zpid/,"https://www.zillow.com/homes/denver,-co_rb/18_p/"
591,13399057,"9340 E Center Ave APT 7A, Denver, CO 80247",39.704425,-104.879653,190000,USD,1,1,855.0 sqft,,190000,1399,28,,FALSE,https://photos.zillowstatic.com/fp/bc978890da0c26404ec6154bc16c3a07-p_e.jpg,Multi-family home for sale,Coldwell Banker Realty 24,"https://www.zillow.com/homes/denver,-co_rb/",https://www.zillow.com/homedetails/9340-E-Center-Ave-APT-7A-Denver-CO-80247/13399057_zpid/,"https://www.zillow.com/homes/denver,-co_rb/15_p/"
302,13348114,"366 Monroe St, Denver, CO 80206",39.722229,-104.944619,3450000,USD,5,4,6791.0 sqft,,3450000,11352,9,,FALSE,https://photos.zillowstatic.com/fp/53f8b60c9745dac605d0c723c59adb18-p_e.jpg,House for sale,Keller Williams Realty Downtown LLC,"https://www.zillow.com/homes/denver,-co_rb/",https://www.zillow.com/homedetails/366-Monroe-St-Denver-CO-80206/13348114_zpid/,"https://www.zillow.com/homes/denver,-co_rb/8_p/"
413,13415024,"5250 Highline Pl, Denver, CO 80222",39.660063,-104.926397,650000,USD,2,3,1548.0 sqft,,650500,2749,14,,FALSE,https://photos.zillowstatic.com/fp/bc5387503c4572ac06104ff4adbedbda-p_e.jpg,House for sale,Engel & Volkers Denver,"https://www.zillow.com/homes/denver,-co_rb/",https://www.zillow.com/homedetails/5250-Highline-Pl-Denver-CO-80222/13415024_zpid/,"https://www.zillow.com/homes/denver,-co_rb/11_p/"
683,2068686072,"2877 W 52nd Ave #307, Denver, CO 80221",39.791095,-105.022399,410040,USD,1,1,776.0 sqft,,414400,1391,40,,FALSE,https://photos.zillowstatic.com/fp/2e3e2216e901efa57398688fbb822518-p_e.jpg,Condo for sale,USAJ REALTY,"https://www.zillow.com/homes/denver,-co_rb/",https://www.zillow.com/homedetails/2877-W-52nd-Ave-307-Denver-CO-80221/2068686072_zpid/,"https://www.zillow.com/homes/denver,-co_rb/18_p/"
251,2104195333,"1517 Harrison St, Denver, CO 80206",39.740698,-104.941893,1095000,USD,,,2942.0 sqft,,1095200,1454,7,,FALSE,https://photos.zillowstatic.com/fp/a7a12851738c0f4337c7a4d247c55ed2-p_e.jpg,Multi-family home for sale,"The Hochman Group, LLC","https://www.zillow.com/homes/denver,-co_rb/",https://www.zillow.com/homedetails/1517-Harrison-St-Denver-CO-80206/2104195333_zpid/,"https://www.zillow.com/homes/denver,-co_rb/7_p/"
477,13414435,"3070 S Ash St, Denver, CO 80222",39.660969,-104.938769,1495000,USD,5,4,4906.0 sqft,,1530200,5478,20,,FALSE,https://photos.zillowstatic.com/fp/6001860c046e15d33e72b2f4c61738b3-p_e.jpg,House for sale,LIV Sotheby's International Realty,"https://www.zillow.com/homes/denver,-co_rb/",https://www.zillow.com/homedetails/3070-S-Ash-St-Denver-CO-80222/13414435_zpid/,"https://www.zillow.com/homes/denver,-co_rb/12_p/"
564,13405939,"1420 S Birch St, Denver, CO 80222",39.690723,-104.935891,619000,USD,2,3,1819.0 sqft,,625500,2784,27,,FALSE,https://photos.zillowstatic.com/fp/27ffb110d63563b62e4e790088461cb1-p_e.jpg,House for sale,Coldwell Banker Global Luxury Denver,"https://www.zillow.com/homes/denver,-co_rb/",https://www.zillow.com/homedetails/1420-S-Birch-St-Denver-CO-80222/13405939_zpid/,"https://www.zillow.com/homes/denver,-co_rb/15_p/"
399,13413959,"3045 S Fairfax St, Denver, CO 80222",39.662744,-104.928721,515000,USD,2,3,1365.0 sqft,,521600,2400,14,,FALSE,https://photos.zillowstatic.com/fp/024cb458bbf92ba145df7c539b218c3c-p_e.jpg,House for sale,New Roots Realty,"https://www.zillow.com/homes/denver,-co_rb/",https://www.zillow.com/homedetails/3045-S-Fairfax-St-Denver-CO-80222/13413959_zpid/,"https://www.zillow.com/homes/denver,-co_rb/10_p/"
137,2076995266,"Larkspur Plan, The Alpine Collection at Altaira at High Point",39.81367,-104.765885,371500,USD,3,3,1539.0 sqft,,,1756,4,,FALSE,https://photos.zillowstatic.com/fp/847e0a5a1941e33fde007db31d5b30d8-p_e.jpg,New construction,,"https://www.zillow.com/homes/denver,-co_rb/",https://www.zillow.com/community/alpine-collection-at-altaira-at-high-point/2076995266_zpid/,"https://www.zillow.com/homes/denver,-co_rb/4_p/"
331,58296339,"1201 Galapago St UNIT 103, Denver, CO 80204",39.734626,-104.997313,399000,USD,1,2,881.0 sqft,,406900,1964,12,,FALSE,https://photos.zillowstatic.com/fp/76e9e919fa45c608f30230c812fd9279-p_e.jpg,Townhouse for sale,USAJ REALTY,"https://www.zillow.com/homes/denver,-co_rb/",https://www.zillow.com/homedetails/1201-Galapago-St-UNIT-103-Denver-CO-80204/58296339_zpid/,"https://www.zillow.com/homes/denver,-co_rb/9_p/"
186,13415497,"3425 S Grape St, Denver, CO 80222",39.654354,-104.925175,600000,USD,2,3,1300.0 sqft,,600000,2638,5,,FALSE,https://photos.zillowstatic.com/fp/a415ee7c8dc32e31b52313faf3b8fdd6-p_e.jpg,House for sale,Compass - Denver,"https://www.zillow.com/homes/denver,-co_rb/",https://www.zillow.com/homedetails/3425-S-Grape-St-Denver-CO-80222/13415497_zpid/,"https://www.zillow.com/homes/denver,-co_rb/5_p/"
463,13425002,"3767 S Jasmine St, Denver, CO 80237",39.647297,-104.917361,1215000,USD,5,4,4390.0 sqft,,1250600,4276,19,,FALSE,https://photos.zillowstatic.com/fp/abd15277b8f9c29869aa7ff77f0a5c31-p_e.jpg,House for sale,"eXp Realty, LLC","https://www.zillow.com/homes/denver,-co_rb/",https://www.zillow.com/homedetails/3767-S-Jasmine-St-Denver-CO-80237/13425002_zpid/,"https://www.zillow.com/homes/denver,-co_rb/12_p/"
219,13344151,"115 W Irvington Pl, Denver, CO 80223",39.717766,-104.989638,1200000,USD,3,3,3338.0 sqft,,1227200,4457,6,,FALSE,https://photos.zillowstatic.com/fp/9e5d545903c0ae56a9a6193538016838-p_e.jpg,House for sale,HomeSmart,"https://www.zillow.com/homes/denver,-co_rb/",https://www.zillow.com/homedetails/115-W-Irvington-Pl-Denver-CO-80223/13344151_zpid/,"https://www.zillow.com/homes/denver,-co_rb/6_p/"
653,52964270,"1250 N Pearl St APT 6, Denver, CO 80203",39.736208,-104.97954,205000,USD,1,1,525.0 sqft,,201500,1394,36,,FALSE,https://photos.zillowstatic.com/fp/40b454888f66e3f64ff2d5e9fdf5b32f-p_e.jpg,Condo for sale,Redfin Corporation,"https://www.zillow.com/homes/denver,-co_rb/",https://www.zillow.com/homedetails/1250-N-Pearl-St-APT-6-Denver-CO-80203/52964270_zpid/,"https://www.zillow.com/homes/denver,-co_rb/17_p/"
766,13357778,"1000 S Tejon St, Denver, CO 80223",39.697961,-105.012431,538888,USD,2,4,2178.0 sqft,,543200,2622,49,,FALSE,https://photos.zillowstatic.com/fp/15759f11927446290c8077f5a6d83bbd-p_e.jpg,House for sale,Brokers Guild Homes,"https://www.zillow.com/homes/denver,-co_rb/",https://www.zillow.com/homedetails/1000-S-Tejon-St-Denver-CO-80223/13357778_zpid/,"https://www.zillow.com/homes/denver,-co_rb/20_p/"
90,13340631,"740 Julian St, Denver, CO 80204",39.7285,-105.030937,510000,USD,2,3,1516.0 sqft,,510000,2499,1,,FALSE,https://photos.zillowstatic.com/fp/cb2ae49141adcb3f4d163dbdbc5a2d87-p_e.jpg,House for sale,Your Castle Real Estate Inc,"https://www.zillow.com/homes/denver,-co_rb/",https://www.zillow.com/homedetails/740-Julian-St-Denver-CO-80204/13340631_zpid/,"https://www.zillow.com/homes/denver,-co_rb/3_p/"
275,13411191,"2525 S Dayton Way APT 2101, Denver, CO 80231",39.669851,-104.874545,299900,USD,2,2,1200.0 sqft,,302100,1863,7,,FALSE,https://photos.zillowstatic.com/fp/d7bb98d625a68ebb968694ce995e39a3-p_e.jpg,Condo for sale,Madlom Real Estate,"https://www.zillow.com/homes/denver,-co_rb/",https://www.zillow.com/homedetails/2525-S-Dayton-Way-APT-2101-Denver-CO-80231/13411191_zpid/,"https://www.zillow.com/homes/denver,-co_rb/7_p/"
781,82591958,"2729 E Alameda Ave, Denver, CO 80209",39.711205,-104.954433,2375000,USD,6,5,6026.0 sqft,,2417900,9898,53,,FALSE,https://photos.zillowstatic.com/fp/12196e3f0ee7eee07c7279ca1463c52b-p_e.jpg,House for sale,Altitude Real Estate Advisors,"https://www.zillow.com/homes/denver,-co_rb/",https://www.zillow.com/homedetails/2729-E-Alameda-Ave-Denver-CO-80209/82591958_zpid/,"https://www.zillow.com/homes/denver,-co_rb/20_p/"
635,82278219,"1401 N Dexter St, Denver, CO 80220",39.738568,-104.933014,649000,USD,2,5,2282.0 sqft,,655800,2646,34,,FALSE,https://photos.zillowstatic.com/fp/38024633fae8f00b7472f840a15837d9-p_e.jpg,Townhouse for sale,PARAGON REALTY SALES LLC,"https://www.zillow.com/homes/denver,-co_rb/",https://www.zillow.com/homedetails/1401-N-Dexter-St-Denver-CO-80220/82278219_zpid/,"https://www.zillow.com/homes/denver,-co_rb/16_p/"
784,108862434,"891 14th St UNIT 1710, Denver, CO 80202",39.744521,-104.995754,739900,USD,2,2,1312.0 sqft,,740400,2999,53,,FALSE,https://photos.zillowstatic.com/fp/45b3787fc2e60453e245ca7191aa8c4f-p_e.jpg,Condo for sale,KOIS REAL ESTATE,"https://www.zillow.com/homes/denver,-co_rb/",https://www.zillow.com/homedetails/891-14th-St-UNIT-1710-Denver-CO-80202/108862434_zpid/,"https://www.zillow.com/homes/denver,-co_rb/20_p/"
360,13290317,"1632 Xanthia St, Denver, CO 80220",39.7426,-104.886655,369000,USD,1,2,820.0 sqft,,379000,1984,12,,FALSE,https://photos.zillowstatic.com/fp/d38a5f3df54d383a2bad5c6470fb6f88-p_e.jpg,House for sale,HomeSmart Realty,"https://www.zillow.com/homes/denver,-co_rb/",https://www.zillow.com/homedetails/1632-Xanthia-St-Denver-CO-80220/13290317_zpid/,"https://www.zillow.com/homes/denver,-co_rb/9_p/"
774,2068818738,"1735 Central St APT 507, Denver, CO 80211",39.759654,-105.007948,809900,USD,1,1,1125.0 sqft,,809900,2499,51,,FALSE,https://photos.zillowstatic.com/fp/a87683eb2dde5d5d672c3af783bcfbbe-p_e.jpg,Condo for sale,Slate Real Estate Advisors LLC,"https://www.zillow.com/homes/denver,-co_rb/",https://www.zillow.com/homedetails/1735-Central-St-APT-507-Denver-CO-80211/2068818738_zpid/,"https://www.zillow.com/homes/denver,-co_rb/20_p/"
636,13317431,"1777 Larimer St APT 1408, Denver, CO 80202",39.750791,-104.995859,795000,USD,2,2,1909.0 sqft,,793300,3069,34,,FALSE,https://photos.zillowstatic.com/fp/532a98d29f9e2f85a29e15d8b36aea47-p_e.jpg,Condo for sale,USAJ REALTY,"https://www.zillow.com/homes/denver,-co_rb/",https://www.zillow.com/homedetails/1777-Larimer-St-APT-1408-Denver-CO-80202/13317431_zpid/,"https://www.zillow.com/homes/denver,-co_rb/16_p/"
49,13381418,"2829 W College Ave, Denver, CO 80219",39.668809,-105.023224,399000,USD,1,3,1137.0 sqft,,381100,2195,0,,FALSE,https://photos.zillowstatic.com/fp/5c159006b74c606e394f55d762bcb896-p_e.jpg,House for sale,KELLER WILLIAMS AVENUES REALTY,"https://www.zillow.com/homes/denver,-co_rb/",https://www.zillow.com/homedetails/2829-W-College-Ave-Denver-CO-80219/13381418_zpid/,"https://www.zillow.com/homes/denver,-co_rb/2_p/"
431,13353166,"480 S Marion Pkwy APT 305, Denver, CO 80209",39.70785,-104.972001,420000,USD,1,1,768.0 sqft,,420000,1663,17,,FALSE,https://photos.zillowstatic.com/fp/b2c1e7657681cce81d3341ea2eb6837e-p_e.jpg,Condo for sale,K. O. REAL ESTATE,"https://www.zillow.com/homes/denver,-co_rb/",https://www.zillow.com/homedetails/480-S-Marion-Pkwy-APT-305-Denver-CO-80209/13353166_zpid/,"https://www.zillow.com/homes/denver,-co_rb/11_p/"
68,67456792,"504 N Pearl St APT 9, Denver, CO 80203",39.724313,-104.979637,200000,USD,1,0,402.0 sqft,,197800,1167,1,,FALSE,https://photos.zillowstatic.com/fp/0220e25566e133051d57cb8b877bda1d-p_e.jpg,Condo for sale,LT REAL ESTATE LLC,"https://www.zillow.com/homes/denver,-co_rb/",https://www.zillow.com/homedetails/504-N-Pearl-St-APT-9-Denver-CO-80203/67456792_zpid/,"https://www.zillow.com/homes/denver,-co_rb/2_p/"
485,13353255,"480 S Marion Pkwy APT 1903, Denver, CO 80209",39.70785,-104.972001,834900,USD,3,2,1656.0 sqft,,803800,3268,20,,FALSE,https://photos.zillowstatic.com/fp/a40d0cb5ccd6cd1d10c9683378bf49c2-p_e.jpg,Condo for sale,Inet Real Estate,"https://www.zillow.com/homes/denver,-co_rb/",https://www.zillow.com/homedetails/480-S-Marion-Pkwy-APT-1903-Denver-CO-80209/13353255_zpid/,"https://www.zillow.com/homes/denver,-co_rb/13_p/"
622,61433759,"2101 S Josephine St APT 110, Denver, CO 80210",39.678145,-104.958345,197000,USD,1,1,366.0 sqft,,197000,1150,34,,FALSE,https://photos.zillowstatic.com/fp/c45869afa6b76268301523924acf8fc0-p_e.jpg,Condo for sale,RE/MAX PROFESSIONALS,"https://www.zillow.com/homes/denver,-co_rb/",https://www.zillow.com/homedetails/2101-S-Josephine-St-APT-110-Denver-CO-80210/61433759_zpid/,"https://www.zillow.com/homes/denver,-co_rb/16_p/"
773,58685923,"238 S Irving St, Denver, CO 80219",39.712356,-105.029672,365000,USD,2,3,1092.0 sqft,,368800,1999,51,,FALSE,https://photos.zillowstatic.com/fp/461bb172a4892f0a4ab11225661e3b9e-p_e.jpg,Townhouse for sale,Signature Real Estate Corp.,"https://www.zillow.com/homes/denver,-co_rb/",https://www.zillow.com/homedetails/238-S-Irving-St-Denver-CO-80219/58685923_zpid/,"https://www.zillow.com/homes/denver,-co_rb/20_p/"
36,63359153,"1056 N Marion St APT 202, Denver, CO 80218",39.733067,-104.971495,250000,USD,1,1,577.0 sqft,,259300,1399,0,,FALSE,https://photos.zillowstatic.com/fp/2e397a27e6e9c1bc94eaa68034e83f1c-p_e.jpg,Condo for sale,PRICE AND COMPANY,"https://www.zillow.com/homes/denver,-co_rb/",https://www.zillow.com/homedetails/1056-N-Marion-St-APT-202-Denver-CO-80218/63359153_zpid/,"https://www.zillow.com/homes/denver,-co_rb/"
247,2068055910,"3511 S Hillcrest Dr #103, Denver, CO 80237",39.651698,-104.92061,379000,USD,2,2,1845.0 sqft,,,,7,,FALSE,https://photos.zillowstatic.com/fp/a9196777683aaa8089422bef7a638da7-p_e.jpg,Condo for sale,RE/MAX Professionals,"https://www.zillow.com/homes/denver,-co_rb/",https://www.zillow.com/homedetails/3511-S-Hillcrest-Dr-103-Denver-CO-80237/2068055910_zpid/,"https://www.zillow.com/homes/denver,-co_rb/7_p/"
7,13370498,"1335 S Vine St, Denver, CO 80210",39.692252,-104.963209,2350000,USD,4,4,4443.0 sqft,,1473100,5652,0,,FALSE,https://photos.zillowstatic.com/fp/c0e6708c6f0393dad313305105e48097-p_e.jpg,House for sale,RE/MAX Professionals,"https://www.zillow.com/homes/denver,-co_rb/",https://www.zillow.com/homedetails/1335-S-Vine-St-Denver-CO-80210/13370498_zpid/,"https://www.zillow.com/homes/denver,-co_rb/"
9,13422346,"3640 S Tamarac Dr, Denver, CO 80237",39.65054,-104.898406,615000,USD,3,4,2454.0 sqft,,570800,2999,0,,FALSE,https://photos.zillowstatic.com/fp/0832ad1a7d717a793576dea369f7945d-p_e.jpg,House for sale,STERLING REAL ESTATE GROUP INC,"https://www.zillow.com/homes/denver,-co_rb/",https://www.zillow.com/homedetails/3640-S-Tamarac-Dr-Denver-CO-80237/13422346_zpid/,"https://www.zillow.com/homes/denver,-co_rb/"
381,2068410946,"2077 S Milwaukee St, Denver, CO 80210",39.678788,-104.95242,753650,USD,3,2,1549.0 sqft,,,,13,,FALSE,https://photos.zillowstatic.com/fp/9506cda90ccedd26b73046e0c7ce80c5-p_e.jpg,Condo for sale,Donahoe Realty Services,"https://www.zillow.com/homes/denver,-co_rb/",https://www.zillow.com/homedetails/2077-S-Milwaukee-St-Denver-CO-80210/2068410946_zpid/,"https://www.zillow.com/homes/denver,-co_rb/10_p/"
536,13400824,"705 S Alton Way UNIT 7B, Denver, CO 80247",39.704425,-104.879653,269900,USD,2,2,1200.0 sqft,,269900,1895,25,,FALSE,https://photos.zillowstatic.com/fp/327363fdb28397f409e93e5d438fbbac-p_e.jpg,Multi-family home for sale,Your Castle Real Estate Inc,"https://www.zillow.com/homes/denver,-co_rb/",https://www.zillow.com/homedetails/705-S-Alton-Way-UNIT-7B-Denver-CO-80247/13400824_zpid/,"https://www.zillow.com/homes/denver,-co_rb/14_p/"
17,13321411,"836 E 17th Ave APT 3D, Denver, CO 80218",39.743001,-104.976671,525000,USD,1,2,1233.0 sqft,,509300,2421,0,,FALSE,https://photos.zillowstatic.com/fp/1672e70434d26a803816870f1f31dfe2-p_e.jpg,Condo for sale,Shorewood Real Estate SOCO,"https://www.zillow.com/homes/denver,-co_rb/",https://www.zillow.com/homedetails/836-E-17th-Ave-APT-3D-Denver-CO-80218/13321411_zpid/,"https://www.zillow.com/homes/denver,-co_rb/"
521,13321261,"837 E 17th Ave APT 3F, Denver, CO 80218",39.743397,-104.977025,520000,USD,2,2,1509.0 sqft,,523900,2528,23,,FALSE,https://photos.zillowstatic.com/fp/aca185c8908cb19f3530bacaf1ddb0aa-p_e.jpg,Condo for sale,Kentwood Real Estate Cherry Creek,"https://www.zillow.com/homes/denver,-co_rb/",https://www.zillow.com/homedetails/837-E-17th-Ave-APT-3F-Denver-CO-80218/13321261_zpid/,"https://www.zillow.com/homes/denver,-co_rb/14_p/"
439,13342840,"357 N Lincoln St, Denver, CO 80203",39.72194,-104.986566,1100000,USD,4,5,2647.0 sqft,,1146200,3546,18,,FALSE,https://photos.zillowstatic.com/fp/ea6234a9ea2921da927474f7e53af601-p_e.jpg,Multi-family home for sale,REALTY PROFESSIONALS LLC,"https://www.zillow.com/homes/denver,-co_rb/",https://www.zillow.com/homedetails/357-N-Lincoln-St-Denver-CO-80203/13342840_zpid/,"https://www.zillow.com/homes/denver,-co_rb/11_p/"
671,13280781,"3640 Kearney St, Denver, CO 80207",39.768282,-104.917251,595000,USD,3,3,1610.0 sqft,,601600,2570,40,,FALSE,https://photos.zillowstatic.com/fp/ff3587744b202424f69c9672f55c8819-p_e.jpg,House for sale,Live.Laugh.Denver. Real Estate Group,"https://www.zillow.com/homes/denver,-co_rb/",https://www.zillow.com/homedetails/3640-Kearney-St-Denver-CO-80207/13280781_zpid/,"https://www.zillow.com/homes/denver,-co_rb/17_p/"
757,109682909,"891 14th St UNIT 3114, Denver, CO 80202",39.744521,-104.995754,474900,USD,1,1,893.0 sqft,,471400,2398,48,,FALSE,https://photos.zillowstatic.com/fp/e55af0c8946a337e6d591a7ca21856c2-p_e.jpg,Condo for sale,Keller Williams DTC,"https://www.zillow.com/homes/denver,-co_rb/",https://www.zillow.com/homedetails/891-14th-St-UNIT-3114-Denver-CO-80202/109682909_zpid/,"https://www.zillow.com/homes/denver,-co_rb/19_p/"
613,54642577,"9530 E Florida Ave UNIT 2004, Denver, CO 80247",39.68906,-104.876964,329900,USD,3,2,1224.0 sqft,,332325,1881,33,,TRUE,https://photos.zillowstatic.com/fp/b0d4e249dca6ab5d3b601c9cefe4d87e-p_e.jpg,Condo for sale,,"https://www.zillow.com/homes/denver,-co_rb/",https://www.zillow.com/homedetails/9530-E-Florida-Ave-UNIT-2004-Denver-CO-80247/54642577_zpid/,"https://www.zillow.com/homes/denver,-co_rb/16_p/"
99,13278987,"5538 Tulsa Way, Denver, CO 80239",39.794538,-104.83661,425000,USD,2,4,1726.0 sqft,,434700,2327,2,,FALSE,https://photos.zillowstatic.com/fp/982956190c37919fa02ab3deebb1b532-p_e.jpg,House for sale,Resident Realty South Metro,"https://www.zillow.com/homes/denver,-co_rb/",https://www.zillow.com/homedetails/5538-Tulsa-Way-Denver-CO-80239/13278987_zpid/,"https://www.zillow.com/homes/denver,-co_rb/3_p/"
121,2069733861,"Telluride Plan, Kipling Park West: Paired Homes",39.632313,-105.109341,549990,USD,3,3,1764.0 sqft,,,1743,3,,FALSE,https://photos.zillowstatic.com/fp/e83c712000b43a4356ca4a3f458a86bc-p_e.jpg,New construction,,"https://www.zillow.com/homes/denver,-co_rb/",https://www.zillow.com/community/kipling-park-west-paired-homes/2069733861_zpid/,"https://www.zillow.com/homes/denver,-co_rb/4_p/"
579,123977682,"5503 Espana St, Denver, CO 80249",39.794398,-104.760362,525000,USD,3,3,2802.0 sqft,,530400,2749,28,,FALSE,https://photos.zillowstatic.com/fp/5806c11e271c94b354776fb563775daa-p_e.jpg,House for sale,Equity Colorado Real Estate,"https://www.zillow.com/homes/denver,-co_rb/",https://www.zillow.com/homedetails/5503-Espana-St-Denver-CO-80249/123977682_zpid/,"https://www.zillow.com/homes/denver,-co_rb/15_p/"
